recipe_id,author_id
2799071,78432
2799072,78432
2799073,78432
2799074,78432
2799075,78432
2799076,78432
2799077,78432
2799078,78432
2799079,78432
2799080,78432
2799081,78432
2799082,78432
2799083,78432
2799084,78432
2799085,78432
2799086,78432
2799087,78432
2799090,78432
2799092,78432
2799093,78432
2799096,78432
2799097,78432
2799099,78432
2799101,78432
2799228,78432
2799229,78432
2799232,78432
2799233,78432
2799237,78432
2799238,78432
2799242,78432
2799245,78432
2799248,78432
2799253,78432
2799257,78432
2799258,78432
2799260,78432
2799262,78432
2799264,78432
2799265,78432
2799266,78432
2799267,78432
2799269,78432
2799275,78432
2799276,78432
2799279,78432
2799281,78432
2799283,78432
2799285,78432
2799288,78432
2799289,78432
2799291,78432
2799296,78432
2799300,78432
2799382,78432
2799383,78432
2799384,78432
2799385,78432
2799386,78432
2799387,78432
2799388,78432
2799389,78432
2799390,78432
2799391,78432
2799395,78432
2799399,78432
2799404,78432
2799406,78432
2799409,78432
2799414,78432
2799416,78432
2799417,78432
2799418,78432
2799419,78432
2799420,78432
2799421,78432
2799422,78432
2799423,78432
2799424,78432
2799425,78432
2799426,78432
2799428,78432
2799429,78432
2799430,78432
2799431,78432
2799432,78432
2799433,78432
2799434,78432
2799435,78432
2799440,78432
2799444,78432
2799445,78432
2799447,78432
2799449,78432
2799681,78432
2609334,49203
2609335,49203
2609336,49203
2609337,49203
2609338,49203
2609765,49203
2609767,49203
2609774,49203
2609776,49203
2609778,49203
2609780,49203
2609782,49203
2609784,49203
2609785,49203
2609792,49203
2609794,49203
2609797,49203
2609801,49203
2609804,49203
2609807,49203
2609808,49203
2609813,49203
2609814,49203
2609818,49203
2609819,49203
2609822,49203
2609826,49203
2601194,12631
2601194,79186
2601196,12631
2601196,79186
2601198,12631
2601198,79186
2601200,12631
2601200,79186
2601202,12631
2601202,79186
2601203,12631
2601203,79186
2601483,12631
2601483,79186
2601458,12631
2601458,79186
2601459,12631
2601459,79186
2601460,12631
2601460,79186
2601461,12631
2601461,79186
2601464,12631
2601464,79186
2601466,12631
2601466,79186
2601469,12631
2601469,79186
2601472,12631
2601472,79186
2601475,12631
2601475,79186
2601477,12631
2601477,79186
2601478,12631
2601478,79186
2601481,12631
2601481,79186
2601486,12631
2601486,79186
2601488,12631
2601488,79186
2601490,12631
2601490,79186
2601494,12631
2601494,79186
2601496,12631
2601496,79186
2601497,12631
2601497,79186
2601498,12631
2601498,79186
2601508,12631
2601508,79186
2601510,12631
2601510,79186
2601545,12631
2601545,79186
2601549,12631
2601549,79186
2601552,12631
2601552,79186
2601557,12631
2601557,79186
2601559,12631
2601559,79186
2601563,12631
2601563,79186
2601568,12631
2601568,79186
2601580,12631
2601580,79186
2602129,12631
2602129,79186
2602130,12631
2602130,79186
2602131,12631
2602131,79186
2602132,12631
2602132,79186
2602133,12631
2602133,79186
2602134,12631
2602134,79186
2602135,12631
2602135,79186
2602137,12631
2602137,79186
2602139,12631
2602139,79186
2602141,12631
2602141,79186
2602145,12631
2602145,79186
2602146,12631
2602146,79186
2602148,12631
2602148,79186
2602150,12631
2602150,79186
2602152,12631
2602152,79186
2602154,12631
2602154,79186
2602158,12631
2602158,79186
2602159,12631
2602159,79186
2602165,12631
2602165,79186
2602169,12631
2602169,79186
2602172,12631
2602172,79186
2602179,12631
2602179,79186
2602182,12631
2602182,79186
2602345,12631
2602345,79186
2602346,12631
2602346,79186
2602347,12631
2602347,79186
2602348,12631
2602348,79186
2602351,12631
2602351,79186
2602353,12631
2602353,79186
2602354,12631
2602354,79186
2602355,12631
2602355,79186
2602357,12631
2602357,79186
2602358,12631
2602358,79186
2602359,12631
2602359,79186
2602362,12631
2602362,79186
2602363,12631
2602363,79186
2602365,12631
2602365,79186
2602366,12631
2602366,79186
2602368,12631
2602368,79186
2602370,12631
2602370,79186
2602803,12631
2602803,79186
2602806,12631
2602806,79186
2602808,12631
2602808,79186
2602809,12631
2602809,79186
2602811,12631
2602811,79186
2602813,12631
2602813,79186
2602815,12631
2602815,79186
2602817,12631
2602817,79186
2602819,12631
2602819,79186
2602821,12631
2602821,79186
2602823,12631
2602823,79186
2484257,66880
2484258,66880
2484260,66880
2484263,66880
2484264,66880
2484267,66880
2484268,66880
2484271,66880
2484273,66880
2484274,66880
2484275,66880
2484276,66880
2484278,66880
2484279,66880
2484281,66880
2484282,66880
2484284,66880
2484286,66880
2484288,66880
2484289,66880
2484291,66880
2484292,66880
2484293,66880
2484294,66880
2484295,66880
2484297,66880
2484298,66880
2484301,66880
2484303,66880
2484305,66880
2484306,66880
2484308,66880
2484309,66880
2484312,66880
2484313,66880
2484315,66880
2484317,66880
2484319,66880
2484320,66880
2484322,66880
2484323,66880
2484324,66880
2484325,66880
2484326,66880
2484327,66880
2484328,66880
2484329,66880
2484330,66880
2484331,66880
2484332,66880
2484333,66880
2484334,66880
2484335,66880
2484336,66880
2484337,66880
2484338,66880
2484339,66880
2484340,66880
2484341,66880
2484342,66880
2484343,66880
2484344,66880
2484345,66880
2484346,66880
2484347,66880
2484348,66880
2484386,66880
2484387,66880
2484388,66880
2484389,66880
2484390,66880
2484391,66880
2484392,66880
2484393,66880
2484394,66880
2484395,66880
2484396,66880
2484397,66880
2484398,66880
2484399,66880
2484400,66880
2484401,66880
2484402,66880
2484403,66880
2484404,66880
2484405,66880
2484407,66880
2473355,56704
2473356,56704
2473370,56704
2473375,56704
2473382,56704
2473385,56704
2473387,56704
2473393,56704
2473402,56704
2473406,56704
2473707,56704
2473708,56704
2473709,56704
2473710,56704
2473711,56704
2473712,56704
2473713,56704
2473740,56704
2473741,56704
2473742,56704
2473746,56704
2473748,56704
2473867,56704
2473868,56704
2473869,56704
2473870,56704
2473872,56704
2474374,56704
2474376,56704
2474378,56704
2474379,56704
2474380,56704
2474381,56704
2474382,56704
2474384,56704
2474387,56704
2478837,56704
2474389,56704
2474391,56704
2474395,56704
2474398,56704
2474400,56704
2474862,56704
2474864,56704
2474865,56704
2474866,56704
2474869,56704
2474870,56704
2474872,56704
2474874,56704
2474875,56704
2474877,56704
2474879,56704
2474880,56704
2474881,56704
2474883,56704
2474884,56704
2474886,56704
2474887,56704
2474889,56704
2474891,56704
2474894,56704
2475156,56704
2475157,56704
2475158,56704
2475163,56704
2475164,56704
2475166,56704
2475167,56704
2475169,56704
2475170,56704
2475173,56704
2475661,56704
2475662,56704
2475663,56704
2475664,56704
2475665,56704
2475666,56704
2475667,56704
2475668,56704
2475669,56704
2475670,56704
2475671,56704
2475672,56704
2475673,56704
2475674,56704
2475675,56704
2475676,56704
2475677,56704
2475678,56704
2475679,56704
2475680,56704
2475681,56704
2475682,56704
2475683,56704
2475684,56704
2475685,56704
2475686,56704
2475687,56704
2475688,56704
2475689,56704
2475690,56704
2475691,56704
2475692,56704
2475693,56704
2475694,56704
2475696,56704
2475698,56704
2475704,56704
2475706,56704
2475710,56704
2475715,56704
2475717,56704
2475720,56704
2475723,56704
2475726,56704
2475728,56704
2476888,56704
2476889,56704
2476890,56704
2476891,56704
2476892,56704
2476893,56704
2476894,56704
2476895,56704
2476896,56704
2476897,56704
2476901,56704
2476903,56704
2476904,56704
2476905,56704
2476906,56704
2476907,56704
2476908,56704
2476909,56704
2476910,56704
2476911,56704
2476923,56704
2476924,56704
2476925,56704
2476926,56704
2476928,56704
2476929,56704
2476930,56704
2476932,56704
2476933,56704
2476934,56704
2476979,56704
2476980,56704
2476981,56704
2476982,56704
2476984,56704
2476987,56704
2476990,56704
2476992,56704
2476995,56704
2476997,56704
2477000,56704
2477003,56704
2477664,56704
2477665,56704
2477666,56704
2477667,56704
2477668,56704
2477669,56704
2477670,56704
2477671,56704
2477672,56704
2477673,56704
2477674,56704
2477675,56704
2478079,56704
2478082,56704
2478086,56704
2478087,56704
2478088,56704
2478090,56704
2478092,56704
2478096,56704
2478465,56704
2478466,56704
2478468,56704
2478472,56704
2478474,56704
2478478,56704
2478480,56704
2478482,56704
2478484,56704
2478487,56704
2478489,56704
2478492,56704
2478494,56704
2478496,56704
2478498,56704
2478500,56704
2478502,56704
2478503,56704
2478504,56704
2478505,56704
2478507,56704
2478509,56704
2478510,56704
2478512,56704
2478513,56704
2478514,56704
2478516,56704
2478517,56704
2478518,56704
2478519,56704
2478520,56704
2478522,56704
2478523,56704
2478524,56704
2478746,56704
2478747,56704
2478748,56704
2478749,56704
2478750,56704
2478751,56704
2478752,56704
2478753,56704
2478754,56704
2478755,56704
2478756,56704
2478757,56704
2478758,56704
2459075,65626
2459076,65626
2459077,65626
2459078,65626
2459102,65626
2459105,65626
2459107,65626
2459110,65626
2459113,65626
2459116,65626
2459119,65626
2459123,65626
2459126,65626
2459127,65626
2459128,65626
2459130,65626
2459132,65626
2459133,65626
2459135,65626
2459136,65626
2459137,65626
2459138,65626
2459139,65626
2459140,65626
2459141,65626
2459142,65626
2459145,65626
2459148,65626
2459152,65626
2459154,65626
2459160,65626
2459162,65626
2459168,65626
2459170,65626
2459171,65626
2459172,65626
2459176,65626
2459178,65626
2459182,65626
2459184,65626
2459185,65626
2459186,65626
2459188,65626
2459193,65626
2459252,65626
2459254,65626
2459255,65626
2459257,65626
2459258,65626
2459259,65626
2459261,65626
2459263,65626
2459264,65626
2459267,65626
2459268,65626
2459270,65626
2459271,65626
2459274,65626
2459275,65626
2459276,65626
2459277,65626
2459278,65626
2459279,65626
2459281,65626
2459282,65626
2459283,65626
2459284,65626
2459285,65626
2459286,65626
2459288,65626
2459289,65626
2459290,65626
2459292,65626
2459293,65626
2459294,65626
2459295,65626
2459297,65626
2459298,65626
2459299,65626
2459300,65626
2459303,65626
2459306,65626
2459307,65626
2459308,65626
2459309,65626
2459310,65626
2459311,65626
2459313,65626
2459314,65626
2459315,65626
2459316,65626
2459317,65626
2459318,65626
2459547,65626
2459320,65626
2459325,65626
2459327,65626
2459328,65626
2459330,65626
2459332,65626
2459333,65626
2459335,65626
2459337,65626
2459339,65626
2459340,65626
2459342,65626
2459343,65626
2360094,12631
2360094,78432
2360094,76647
2359120,12631
2359120,78432
2359120,76647
2359121,12631
2359121,78432
2359121,76647
2359122,12631
2359122,78432
2359122,76647
2359123,12631
2359123,78432
2359123,76647
2359124,12631
2359124,78432
2359124,76647
2359125,12631
2359125,78432
2359125,76647
2359126,12631
2359126,78432
2359126,76647
2359127,12631
2359127,78432
2359127,76647
2359128,12631
2359128,78432
2359128,76647
2359129,12631
2359129,78432
2359129,76647
2359130,12631
2359130,78432
2359130,76647
2359131,12631
2359131,78432
2359131,76647
2359181,12631
2359181,78432
2359181,76647
2359183,12631
2359183,78432
2359183,76647
2359185,12631
2359185,78432
2359185,76647
2359187,12631
2359187,78432
2359187,76647
2359188,12631
2359188,78432
2359188,76647
2359190,12631
2359190,78432
2359190,76647
2359191,12631
2359191,78432
2359191,76647
2359192,12631
2359192,78432
2359192,76647
2359194,12631
2359194,78432
2359194,76647
2359197,12631
2359197,78432
2359197,76647
2359199,12631
2359199,78432
2359199,76647
2359201,12631
2359201,78432
2359201,76647
2359203,12631
2359203,78432
2359203,76647
2359205,12631
2359205,78432
2359205,76647
2359206,12631
2359206,78432
2359206,76647
2359211,12631
2359211,78432
2359211,76647
2359216,12631
2359216,78432
2359216,76647
2359219,12631
2359219,78432
2359219,76647
2359221,12631
2359221,78432
2359221,76647
2359223,12631
2359223,78432
2359223,76647
2359224,12631
2359224,78432
2359224,76647
2359228,12631
2359228,78432
2359228,76647
2359233,12631
2359233,78432
2359233,76647
2359234,12631
2359234,78432
2359234,76647
2359678,12631
2359678,78432
2359678,76647
2359679,12631
2359679,78432
2359679,76647
2359680,12631
2359680,78432
2359680,76647
2359681,12631
2359681,78432
2359681,76647
2359682,12631
2359682,78432
2359682,76647
2359683,12631
2359683,78432
2359683,76647
2359684,12631
2359684,78432
2359684,76647
2359685,12631
2359685,78432
2359685,76647
2359686,12631
2359686,78432
2359686,76647
2359687,12631
2359687,78432
2359687,76647
2359689,12631
2359689,78432
2359689,76647
2359690,12631
2359690,78432
2359690,76647
2359691,12631
2359691,78432
2359691,76647
2359692,12631
2359692,78432
2359692,76647
2359693,12631
2359693,78432
2359693,76647
2359694,12631
2359694,78432
2359694,76647
2359695,12631
2359695,78432
2359695,76647
2359696,12631
2359696,78432
2359696,76647
2359697,12631
2359697,78432
2359697,76647
2359699,12631
2359699,78432
2359699,76647
2359700,12631
2359700,78432
2359700,76647
2359701,12631
2359701,78432
2359701,76647
2359702,12631
2359702,78432
2359702,76647
2359704,12631
2359704,78432
2359704,76647
2359706,12631
2359706,78432
2359706,76647
2359726,12631
2359726,78432
2359726,76647
2359728,12631
2359728,78432
2359728,76647
2359734,12631
2359734,78432
2359734,76647
2359735,12631
2359735,78432
2359735,76647
2359736,12631
2359736,78432
2359736,76647
2359737,12631
2359737,78432
2359737,76647
2359753,12631
2359753,78432
2359753,76647
2359754,12631
2359754,78432
2359754,76647
2359757,12631
2359757,78432
2359757,76647
2359760,12631
2359760,78432
2359760,76647
2359762,12631
2359762,78432
2359762,76647
2359765,12631
2359765,78432
2359765,76647
2359768,12631
2359768,78432
2359768,76647
2359770,12631
2359770,78432
2359770,76647
2359782,12631
2359782,78432
2359782,76647
2359785,12631
2359785,78432
2359785,76647
2359796,12631
2359796,78432
2359796,76647
2359811,12631
2359811,78432
2359811,76647
2359818,12631
2359818,78432
2359818,76647
2359855,12631
2359855,78432
2359855,76647
2359858,12631
2359858,78432
2359858,76647
2359863,12631
2359863,78432
2359863,76647
2359866,12631
2359866,78432
2359866,76647
2359869,12631
2359869,78432
2359869,76647
2359874,12631
2359874,78432
2359874,76647
2359875,12631
2359875,78432
2359875,76647
2359881,12631
2359881,78432
2359881,76647
2359883,12631
2359883,78432
2359883,76647
2359886,12631
2359886,78432
2359886,76647
2359887,12631
2359887,78432
2359887,76647
2359891,12631
2359891,78432
2359891,76647
2359896,12631
2359896,78432
2359896,76647
2359899,12631
2359899,78432
2359899,76647
2359901,12631
2359901,78432
2359901,76647
2359904,12631
2359904,78432
2359904,76647
2360051,12631
2360051,78432
2360051,76647
2360054,12631
2360054,78432
2360054,76647
2360057,12631
2360057,78432
2360057,76647
2360059,12631
2360059,78432
2360059,76647
2360063,12631
2360063,78432
2360063,76647
2360067,12631
2360067,78432
2360067,76647
2360074,12631
2360074,78432
2360074,76647
2360076,12631
2360076,78432
2360076,76647
2360078,12631
2360078,78432
2360078,76647
2360085,12631
2360085,78432
2360085,76647
2360088,12631
2360088,78432
2360088,76647
2360091,12631
2360091,78432
2360091,76647
2326028,56948
2326029,56948
2326030,56948
2326031,56948
2326032,56948
2326033,56948
2326034,56948
2326035,56948
2326036,56948
2326037,56948
2326038,56948
2326039,56948
2326040,56948
2326041,56948
2326042,56948
2326043,56948
2326044,56948
2326045,56948
2326047,56948
2326048,56948
2326049,56948
2326187,56948
2326189,56948
2326191,56948
2326193,56948
2326197,56948
2326199,56948
2326201,56948
2326202,56948
2326205,56948
2326207,56948
2326215,56948
2326220,56948
2326221,56948
2326222,56948
2326224,56948
2326360,56948
2326362,56948
2326365,56948
2326368,56948
2326369,56948
2326370,56948
2326372,56948
2326376,56948
2326378,56948
2326379,56948
2326381,56948
2326383,56948
2326386,56948
2326388,56948
2326390,56948
2326392,56948
2327445,56948
2326393,56948
2326394,56948
2326395,56948
2326396,56948
2326397,56948
2326398,56948
2326399,56948
2326400,56948
2326893,56948
2326894,56948
2326895,56948
2326896,56948
2326897,56948
2326898,56948
2326899,56948
2326900,56948
2326905,56948
2326906,56948
2326907,56948
2326908,56948
2326909,56948
2326910,56948
2327343,56948
2327347,56948
2327350,56948
2327353,56948
2327354,56948
2327355,56948
2327356,56948
2327358,56948
2327360,56948
2327362,56948
2327363,56948
2327365,56948
2327366,56948
2327367,56948
2327368,56948
2327370,56948
2327372,56948
2327374,56948
2327375,56948
2327376,56948
2327377,56948
2327378,56948
2327379,56948
2327380,56948
2327381,56948
2327382,56948
2327383,56948
2327384,56948
2327385,56948
2327386,56948
2275576,12671
2275576,76647
2275577,12671
2275577,76647
2275578,12671
2275578,76647
2275579,12671
2275579,76647
2275580,12671
2275580,76647
2275584,12671
2275584,76647
2275586,12671
2275586,76647
2275587,12671
2275587,76647
2275589,12671
2275589,76647
2275591,12671
2275591,76647
2275596,12671
2275596,76647
2275598,12671
2275598,76647
2275600,12671
2275600,76647
2275637,12671
2275637,76647
2275640,12671
2275640,76647
2275642,12671
2275642,76647
2275646,12671
2275646,76647
2275648,12671
2275648,76647
2275651,12671
2275651,76647
2275653,12671
2275653,76647
2275656,12671
2275656,76647
2275657,12671
2275657,76647
2275659,12671
2275659,76647
2275662,12671
2275662,76647
2275663,12671
2275663,76647
2275664,12671
2275664,76647
2275666,12671
2275666,76647
2275667,12671
2275667,76647
2275668,12671
2275668,76647
2275671,12671
2275671,76647
2276192,12671
2276192,76647
2276200,12671
2276200,76647
2276207,12671
2276207,76647
2276210,12671
2276210,76647
2276213,12671
2276213,76647
2276216,12671
2276216,76647
2276217,12671
2276217,76647
2276218,12671
2276218,76647
2276219,12671
2276219,76647
2276220,12671
2276220,76647
2276221,12671
2276221,76647
2276222,12671
2276222,76647
2276224,12671
2276224,76647
2276226,12671
2276226,76647
2276227,12671
2276227,76647
2276718,12671
2276718,76647
2276719,12671
2276719,76647
2276722,12671
2276722,76647
2276725,12671
2276725,76647
2276728,12671
2276728,76647
2276730,12671
2276730,76647
2276732,12671
2276732,76647
2276736,12671
2276736,76647
2276739,12671
2276739,76647
2276740,12671
2276740,76647
2276741,12671
2276741,76647
2276747,12671
2276747,76647
2276748,12671
2276748,76647
2276749,12671
2276749,76647
2276750,12671
2276750,76647
2276751,12671
2276751,76647
2276753,12671
2276753,76647
2276755,12671
2276755,76647
2276756,12671
2276756,76647
2276757,12671
2276757,76647
2276758,12671
2276758,76647
2277526,12671
2277526,76647
2277528,12671
2277528,76647
2277530,12671
2277530,76647
2277533,12671
2277533,76647
2277534,12671
2277534,76647
2277538,12671
2277538,76647
2277539,12671
2277539,76647
2277541,12671
2277541,76647
2277542,12671
2277542,76647
2277544,12671
2277544,76647
2277549,12671
2277549,76647
2277551,12671
2277551,76647
2277553,12671
2277553,76647
2277589,12671
2277589,76647
2277591,12671
2277591,76647
2277592,12671
2277592,76647
2277594,12671
2277594,76647
2277598,12671
2277598,76647
2277599,12671
2277599,76647
2277600,12671
2277600,76647
2277602,12671
2277602,76647
2277603,12671
2277603,76647
2277605,12671
2277605,76647
2277606,12671
2277606,76647
2277608,12671
2277608,76647
2277610,12671
2277610,76647
2277611,12671
2277611,76647
2277612,12671
2277612,76647
2277613,12671
2277613,76647
2277614,12671
2277614,76647
2277616,12671
2277616,76647
2277617,12671
2277617,76647
2277618,12671
2277618,76647
2277620,12671
2277620,76647
2277621,12671
2277621,76647
2277622,12671
2277622,76647
2277624,12671
2277624,76647
2277626,12671
2277626,76647
2277628,12671
2277628,76647
2277630,12671
2277630,76647
2277631,12671
2277631,76647
2277633,12671
2277633,76647
2277636,12671
2277636,76647
2277637,12671
2277637,76647
2277640,12671
2277640,76647
2277641,12671
2277641,76647
2277643,12671
2277643,76647
2277645,12671
2277645,76647
2277647,12671
2277647,76647
2277650,12671
2277650,76647
2277652,12671
2277652,76647
2277654,12671
2277654,76647
2277655,12671
2277655,76647
2277656,12671
2277656,76647
2206370,51458
2206370,6323
2206372,51458
2206372,6323
2206373,51458
2206373,6323
2206375,51458
2206375,6323
2206376,51458
2206376,6323
2206377,51458
2206377,6323
2206379,51458
2206379,6323
2206380,51458
2206380,6323
2206381,51458
2206381,6323
2207325,51458
2207325,6323
2207329,51458
2207329,6323
2207337,51458
2207337,6323
2207331,51458
2207331,6323
2207339,51458
2207339,6323
2207333,51458
2207333,6323
2207343,51458
2207343,6323
2207346,51458
2207346,6323
2207351,51458
2207351,6323
2207355,51458
2207355,6323
2207349,51458
2207349,6323
2207353,51458
2207353,6323
2207356,51458
2207356,6323
2207357,51458
2207357,6323
2207360,51458
2207360,6323
2207358,51458
2207358,6323
2207359,51458
2207359,6323
2207361,51458
2207361,6323
2207362,51458
2207362,6323
2207367,51458
2207367,6323
2207363,51458
2207363,6323
2207369,51458
2207369,6323
2207366,51458
2207366,6323
2207372,51458
2207372,6323
2207374,51458
2207374,6323
2207379,51458
2207379,6323
2207376,51458
2207376,6323
2207380,51458
2207380,6323
2207381,51458
2207381,6323
2207382,51458
2207382,6323
2207388,51458
2207388,6323
2207384,51458
2207384,6323
2207391,51458
2207391,6323
2207387,51458
2207387,6323
2207393,51458
2207393,6323
2207395,51458
2207395,6323
2207399,51458
2207399,6323
2207396,51458
2207396,6323
2207400,51458
2207400,6323
2207398,51458
2207398,6323
2207825,51458
2207825,6323
2207829,51458
2207829,6323
2207832,51458
2207832,6323
2207834,51458
2207834,6323
2207837,51458
2207837,6323
2207843,51458
2207843,6323
2207839,51458
2207839,6323
2207845,51458
2207845,6323
2207849,51458
2207849,6323
2207852,51458
2207852,6323
2207855,51458
2207855,6323
2207853,51458
2207853,6323
2207859,51458
2207859,6323
2207863,51458
2207863,6323
2207865,51458
2207865,6323
2207866,51458
2207866,6323
2207869,51458
2207869,6323
2207867,51458
2207867,6323
2207870,51458
2207870,6323
2207868,51458
2207868,6323
2207909,51458
2207909,6323
2207912,51458
2207912,6323
2207921,51458
2207921,6323
2207915,51458
2207915,6323
2207918,51458
2207918,6323
2207925,51458
2207925,6323
2207932,51458
2207932,6323
2207936,51458
2207936,6323
2207943,51458
2207943,6323
2207939,51458
2207939,6323
2207948,51458
2207948,6323
2207952,51458
2207952,6323
2207955,51458
2207955,6323
2207957,51458
2207957,6323
2207963,51458
2207963,6323
2207958,51458
2207958,6323
2207960,51458
2207960,6323
2207965,51458
2207965,6323
2208004,51458
2208004,6323
2208006,51458
2208006,6323
2208007,51458
2208007,6323
2208008,51458
2208008,6323
2208009,51458
2208009,6323
2208011,51458
2208011,6323
2208015,51458
2208015,6323
2208013,51458
